-658	348	28	D
500	-406	211	C
-753	511	-43	D
-121	979	552	D
935	-984	95	C
-510	333	97	D
-982	-735	-732	B
934	575	821	A
-328	85	58	D
95	147	233	A
-615	499	33	D
108	-432	-35	C
-435	-850	-572	B
218	607	544	A
-508	879	250	D
811	777	802	A
174	386	415	A
-614	812	198	D
-337	-874	-418	B
194	-969	-300	C
-431	937	347	D
-682	983	342	D
240	221	241	A
652	992	873	A
172	-265	-7	C
421	354	393	A
-850	-263	-525	B
650	-334	242	C
359	730	574	A
-78	382	211	D
-377	-264	-166	B
-144	-469	-247	B
753	-950	65	C
914	760	901	A
-117	-332	-126	B
-4	378	343	D
656	-209	393	C
-981	898	105	D
35	-468	-194	C
-171	-807	-443	B
-814	-187	-466	B
-603	595	33	D
952	-257	475	C
448	-772	-127	C
171	735	531	A
380	579	633	A
-259	-362	-129	B
-914	-819	-722	B
-394	-882	-598	B
433	56	307	A
-594	252	-18	D
-526	-165	-305	B
-531	901	260	D
292	-784	-203	C
-335	726	357	D
-836	96	-315	D
155	-26	86	C
554	-118	393	C
537	468	516	A
-535	744	265	D
936	506	913	A
-976	-332	-617	B
441	-963	-66	C
-692	914	126	D
-286	166	119	D
411	912	852	A
275	-597	39	C
120	-354	-72	C
-179	-90	5	B
-191	936	375	D
73	65	218	A
-929	-990	-909	B
110	-839	-265	C
-346	-533	-268	B
429	-310	94	C
-581	499	32	D
588	492	677	A
-367	-218	-95	B
982	-357	487	C
-259	-520	-385	B
103	54	137	A
-478	-178	-142	B
832	-942	102	C
640	884	774	A
103	-265	-61	C
-799	32	-253	D
600	749	706	A
699	972	878	A
-742	-731	-553	B
-300	-948	-546	B
-912	-216	-512	B
590	-176	275	C
616	47	336	A
-849	-953	-868	B
-910	-597	-675	B
449	720	669	A
748	855	829	A
-798	-925	-743	B
-8	-777	-311	B
24	343	217	A
265	-354	6	C
-781	-553	-544	B
541	-273	280	C
117	771	525	A
-12	406	275	D
-788	260	-87	D
169	737	511	A
220	822	694	A
610	-752	38	C
-133	340	124	D
-730	-207	-455	B
856	599	825	A
-989	-450	-556	B
-646	-150	-393	B
317	285	466	A
-35	718	460	D
524	358	447	A
-765	-471	-586	B
85	384	416	A
-622	78	-238	D
-888	990	120	D
-37	-34	134	B
527	275	437	A
995	-849	181	C
-9	752	492	D
-163	262	76	D
758	-227	437	C
175	687	498	A
-807	396	-137	D
638	-957	-69	C
-963	-638	-623	B
-944	-603	-764	B
840	-981	91	C
-224	-844	-372	B
-171	-196	-40	B
-365	477	156	D
-430	-654	-345	B
-600	258	-152	D
933	-611	294	C
281	-109	142	C
-31	-424	-61	B
-854	220	-218	D
997	-836	87	C
-65	303	179	D
650	712	683	A
-899	472	-205	D
-616	469	37	D
404	-444	118	C
-335	-561	-435	B
-559	-467	-453	B
177	469	428	A
-858	-107	-431	B
-79	542	296	D
737	582	847	A
-10	0	188	D
119	503	506	A
-560	73	-150	D
632	-148	361	C
-695	-238	-308	B
529	82	496	A
860	985	956	A
-548	-224	-240	B
208	-389	100	C
-851	-815	-650	B
629	-445	166	C
609	463	597	A
-921	566	-115	D
-248	-327	-211	B
877	-215	380	C
-197	633	235	D
-322	-578	-430	B
-222	-833	-494	B
798	762	940	A
-150	208	30	D
-221	616	252	D
259	-444	-52	C
-513	815	277	D
-808	-513	-635	B
564	-18	360	C
18	320	356	A
414	-899	-153	C
485	-916	-38	C
-836	337	-93	D
948	-706	220	C
-45	577	345	D
206	881	660	A
-308	-522	-266	B
-516	643	155	D
333	953	800	A
550	-773	81	C
619	241	446	A
85	-67	42	C
326	-946	-206	C
-63	-846	-317	B
535	-324	163	C
-660	-198	-279	B
178	745	626	A
854	930	922	A
-187	430	307	D
150	809	660	A
-754	38	-280	D
825	-728	112	C
-767	-381	-498	B
440	318	433	A
669	984	942	A
-504	795	310	D
-779	548	-10	D
163	532	430	A
-114	451	268	D
219	720	498	A
-918	-131	-482	B
321	929	814	A
99	75	107	A
563	386	630	A
647	701	737	A
60	-460	-126	C
654	847	857	A
295	-399	108	C
-988	648	-133	D
-680	-468	-398	B
362	890	818	A
139	-745	-301	C
397	886	663	A
192	-479	4	C
-581	742	207	D
342	-347	75	C
765	730	920	A
-705	241	-101	D
-889	-49	-298	B
-112	-100	-103	B
-999	23	-442	D
-409	399	23	D
-552	-566	-485	B
-67	-98	-64	B
925	927	1046	A
385	919	784	A
-8	-497	-75	B
822	569	855	A
642	-763	107	C
267	-965	-302	C
-633	155	-133	D
919	-445	336	C
-978	-690	-671	B
-290	43	77	D
-252	384	104	D
-797	96	-320	D
395	-118	224	C
-106	204	165	D
432	810	725	A
185	709	607	A
255	-516	20	C
620	548	605	A
-555	614	159	D
-876	-910	-833	B
319	490	580	A
562	-255	343	C
-659	328	-163	D
587	444	651	A
-224	880	407	D
-297	-417	-297	B
382	-415	133	C
337	-917	-216	C
267	546	515	A
579	766	829	A
89	333	287	A
-482	367	78	D
-637	927	164	D
934	172	565	A
-437	18	-65	D
-517	385	20	D
479	-770	-89	C
216	542	463	A
694	684	699	A
395	-530	58	C
314	734	662	A
-430	290	1	D
-536	-150	-307	B
907	486	858	A
-803	-21	-259	B
-849	215	-243	D
-118	-996	-390	B
-646	-878	-643	B
296	823	638	A
371	207	418	A
194	-96	85	C
-249	936	458	D
-416	748	344	D
802	309	756	A
819	-621	226	C
-284	-113	-74	B
-693	-183	-309	B
-327	-308	-262	B
60	496	350	A
533	356	645	A
704	-121	413	C
-382	-693	-503	B
-813	1000	129	D
537	-859	-100	C
545	587	686	A
844	154	658	A
-522	-533	-353	B
353	315	507	A
66	-67	1	C
-710	-720	-693	B
-990	-219	-494	B
-971	-827	-755	B
491	38	418	A
-366	765	354	D
-447	-604	-453	B
-563	-567	-491	B
534	-805	-108	C
-354	-69	-152	B
364	-908	-268	C
-78	551	389	D
-138	756	490	D
573	192	506	A
332	431	554	A
361	552	625	A
297	290	380	A
800	993	986	A
-396	-806	-447	B
-431	584	242	D
-826	-962	-725	B
-448	-299	-197	B
-385	-585	-449	B
79	-887	-205	C
879	226	634	A
-360	-686	-469	B
-140	544	344	D
787	182	681	A
930	-390	378	C
687	23	414	A
703	-753	96	C
550	626	741	A
-100	399	333	D
-457	119	10	D
-417	-579	-334	B
384	4	297	A
384	-622	-94	C
-274	-416	-266	B
-973	834	20	D
-98	-667	-221	B
25	807	565	A
-291	-963	-602	B
942	560	946	A
-221	556	236	D
146	843	530	A
137	-802	-248	C
-209	-5	-34	B
347	-462	11	C
135	-747	-242	C
632	131	567	A
-731	-844	-724	B
795	812	944	A
61	308	324	A
-702	-288	-343	B
-120	835	437	D
596	439	686	A
-488	-301	-286	B
-342	113	-25	D
920	453	735	A
56	-727	-285	C
94	-500	-93	C
678	297	679	A
-623	650	179	D
696	587	653	A
-379	-893	-585	B
-219	937	403	D
815	274	565	A
319	-141	194	C
-991	-297	-535	B
548	-402	158	C
607	-988	-63	C
737	-832	126	C
764	747	920	A
-272	928	462	D
-821	298	-230	D
-362	-763	-513	B
472	-923	-184	C
-463	-461	-372	B
265	254	404	A
309	482	561	A
690	-335	203	C
-169	19	-41	D
796	253	621	A
113	19	195	A
410	-426	16	C
-473	-886	-509	B
-579	694	161	D
-874	736	-33	D
-696	-634	-556	B
28	739	414	A
158	90	124	A
-772	-158	-392	B
-996	-673	-798	B
-880	-738	-667	B
-433	-624	-504	B
87	290	285	A
662	286	489	A
-222	-689	-319	B
420	-26	298	C
-87	208	223	D
114	-474	-42	C
-259	-661	-323	B
-328	941	373	D
346	685	587	A
-616	944	350	D
-719	-995	-853	B
516	-835	13	C
-124	-187	-52	B
-840	662	-58	D
966	-963	93	C
-855	-392	-504	B
-595	-465	-488	B
-379	799	272	D
-656	-171	-252	B
902	733	965	A
-666	-527	-563	B
-912	-982	-784	B
697	-419	167	C
910	-268	470	C
-784	730	94	D
338	-89	273	C
976	801	932	A
-549	-103	-277	B
-458	178	-104	D
727	165	593	A
628	296	565	A
-318	296	157	D
794	-65	542	C
224	647	562	A
306	244	320	A
616	-518	125	C
843	777	980	A
-875	915	194	D
594	970	837	A
-996	-798	-775	B
739	-595	245	C
467	-914	-87	C
-675	-493	-427	B
-374	-915	-452	B
-543	-80	-133	B
570	-616	99	C
-525	486	159	D
-215	-363	-237	B
-87	909	464	D
159	-473	11	C
116	556	448	A
512	-115	392	C
859	38	490	A
-192	-322	-118	B
397	-314	90	C
946	65	632	A
181	-102	130	C
-316	-379	-266	B
-964	651	16	D
353	-524	58	C
-465	-359	-371	B
-183	155	50	D
-76	933	522	D
-375	-580	-464	B
386	-209	110	C
-220	940	502	D
-629	55	-281	D
398	-458	96	C
-490	978	437	D
3	-895	-341	C
-678	443	54	D
